Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,93.69,93.68,10.0,93.66,0.010523179545998573,93.75,93.66,10.0,29.57,0.9750512838363647
0.6,93.69,93.59,10.0,93.66,0.010515694506466389,93.66,93.66,10.0,29.63,0.9750280976295471
0.6,93.69,93.49,10.0,93.66,0.010482062585651875,93.56,93.66,10.0,29.48,0.975044310092926
0.6,93.69,93.29,10.0,93.66,0.010486852377653122,93.49,93.66,10.0,29.3,0.9750707149505615
0.6,93.69,93.35,10.0,93.66,0.010477322153747082,93.42,93.66,10.0,29.38,0.9750412702560425
0.6,93.69,93.45,10.0,93.66,0.010471434332430363,93.56,93.66,10.0,29.41,0.9750582575798035
0.6,93.69,93.46,10.0,93.66,0.010424080304801464,93.63,93.66,10.0,29.48,0.9750549793243408
0.6,93.69,93.36,10.0,93.66,0.010441594757139683,93.49,93.66,10.0,29.39,0.9750409126281738
0.6,93.69,93.39,10.0,93.66,0.010479019023478031,93.58,93.66,10.0,30.05,0.9750141501426697
0.6,93.69,93.48,10.0,93.66,0.010462152771651745,93.55,93.66,10.0,29.42,0.9750381708145142
