Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,29.07,28.59,56.12,93.12,0.7694811820983887,95.35,95.4,29.58,25.33,0.9612997770309448
0.9,29.07,29.74,55.35,93.14,0.7694587707519531,95.32,95.4,21.88,25.66,0.9612530469894409
0.9,29.07,28.47,58.24,93.12,0.7695299983024597,95.32,95.4,13.39,25.43,0.9613034725189209
0.9,29.07,30.33,56.07,93.14,0.7694719433784485,95.35,95.4,17.82,25.57,0.9612753391265869
0.9,29.07,30.2,55.86,93.11,0.7694845795631409,95.34,95.4,18.94,25.57,0.9612680077552795
0.9,29.07,31.1,56.06,93.15,0.7694424986839294,95.34,95.4,17.48,25.69,0.9612488746643066
0.9,29.07,29.84,56.35,93.11,0.7694974541664124,95.41,95.4,24.45,25.79,0.9612312316894531
0.9,29.07,29.38,55.96,93.13,0.7694248557090759,95.32,95.4,17.6,25.41,0.9613063931465149
0.9,29.07,29.87,54.34,93.12,0.7695181965827942,95.3,95.4,25.33,25.72,0.9612242579460144
0.9,29.07,30.6,57.22,93.14,0.769375205039978,95.39,95.4,17.21,25.7,0.961248517036438
