Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.8,94.22,93.86,93.87,95.39,0.23516172170639038,95.21,95.4,10.0,10.08,0.9845424890518188
0.8,94.22,92.6,93.72,95.39,0.23500384390354156,95.11,95.4,10.01,10.45,0.9845123291015625
0.8,94.22,93.81,93.86,95.39,0.23520879447460175,95.15,95.4,10.0,10.13,0.9845259189605713
0.8,94.22,94.27,93.7,95.38,0.23501628637313843,95.46,95.4,10.0,10.24,0.9844626784324646
0.8,94.22,94.11,93.3,95.38,0.23497700691223145,95.01,95.4,13.54,10.26,0.9844688177108765
0.8,94.22,93.55,93.92,95.38,0.23501816391944885,94.88,95.4,10.02,10.58,0.9844948649406433
0.8,94.22,93.95,93.96,95.39,0.23506228625774384,95.15,95.4,10.06,10.44,0.9845138788223267
0.8,94.22,94.19,93.13,95.39,0.23518167436122894,95.1,95.4,13.34,10.57,0.9845104217529297
0.8,94.22,93.74,93.3,95.39,0.23522168397903442,95.12,95.4,12.88,10.32,0.9844886064529419
0.8,94.22,94.12,93.95,95.38,0.23502030968666077,95.02,95.4,10.0,10.45,0.9844992756843567
