Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,6.27,5.99,1.0,69.94,0.7684912085533142,71.41,71.43,1.0,1.0,0.9843040108680725
0.95,6.27,6.22,1.0,69.98,0.768503725528717,71.14,71.43,1.0,1.0,0.9843248128890991
0.95,6.27,6.91,1.0,69.92,0.7684243321418762,71.38,71.43,1.0,1.0,0.9843171834945679
0.95,6.27,5.9,1.0,69.92,0.7684093713760376,71.2,71.43,1.0,1.0,0.9843220710754395
0.95,6.27,5.64,1.0,69.91,0.7684544920921326,71.32,71.43,1.0,1.0,0.9843021631240845
0.95,6.27,5.94,1.0,69.98,0.7685228586196899,70.98,71.43,1.0,1.0,0.9843206405639648
0.95,6.27,6.88,1.0,69.99,0.7685551643371582,71.34,71.43,1.0,1.0,0.9843217730522156
0.95,6.27,6.01,1.0,69.96,0.7684853672981262,71.15,71.43,1.0,1.0,0.9843185544013977
0.95,6.27,6.16,1.0,69.91,0.7684544920921326,71.3,71.43,1.0,1.0,0.9843069911003113
0.95,6.27,6.52,1.0,69.92,0.768453061580658,71.33,71.43,1.0,1.0,0.9843217730522156
