Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.8,45.35,50.93,1.0,71.43,0.34273138642311096,71.25,71.43
0.8,45.35,50.03,1.0,71.43,0.3427891433238983,71.17,71.43
0.8,45.35,50.3,1.0,71.43,0.3425249755382538,70.98,71.43
0.8,45.35,49.36,1.0,71.43,0.3427880108356476,71.34,71.43
0.8,45.35,50.14,1.0,71.43,0.34262922406196594,71.39,71.43
0.8,45.35,49.12,1.0,71.44,0.3426314890384674,71.31,71.43
0.8,45.35,50.06,1.0,71.43,0.34259718656539917,71.16,71.43
0.8,45.35,49.76,1.0,71.44,0.34266647696495056,71.22,71.43
0.8,45.35,50.92,1.0,71.43,0.34283146262168884,71.44,71.43
0.8,45.35,49.96,1.0,71.43,0.3428064286708832,71.28,71.43
