Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,70.82,69.18,1.0,71.43,0.055648237466812134,71.23,71.43,1.0,1.62,0.9682512283325195
0.7,70.82,69.38,1.0,71.43,0.05572585016489029,70.81,71.43,1.0,1.62,0.9682280421257019
0.7,70.82,68.8,1.0,71.43,0.05569503456354141,71.1,71.43,1.0,1.61,0.9682645797729492
0.7,70.82,69.26,1.0,71.43,0.05572574958205223,70.95,71.43,1.0,1.62,0.9682509899139404
0.7,70.82,69.12,1.0,71.43,0.05571604147553444,70.83,71.43,1.0,1.62,0.9682394862174988
0.7,70.82,68.84,1.0,71.43,0.055652666836977005,70.61,71.43,1.0,1.62,0.9682385921478271
0.7,70.82,68.48,1.0,71.43,0.05571594461798668,70.92,71.43,1.0,1.61,0.9682464599609375
0.7,70.82,68.99,1.0,71.43,0.05565137416124344,70.76,71.43,1.0,1.62,0.9682371020317078
0.7,70.82,69.14,1.0,71.43,0.05570897459983826,71.13,71.43,1.0,1.63,0.968238890171051
0.7,70.82,69.14,1.0,71.43,0.055775534361600876,70.76,71.43,1.0,1.62,0.9682219624519348
