Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.9,80.56,80.69,10.0,93.16,0.8623622059822083,93.72,93.66
0.9,80.56,80.46,10.0,93.15,0.8623733520507812,93.65,93.66
0.9,80.56,80.93,10.0,93.15,0.8623807430267334,93.69,93.66
0.9,80.56,80.27,10.0,93.15,0.8623138070106506,93.65,93.66
0.9,80.56,80.85,10.0,93.16,0.8623631596565247,93.65,93.66
0.9,80.56,80.86,10.0,93.15,0.8623775839805603,93.67,93.66
0.9,80.56,80.51,10.0,93.16,0.8623426556587219,93.63,93.66
0.9,80.56,81.03,10.0,93.15,0.8622683882713318,93.6,93.66
0.9,80.56,80.45,10.0,93.15,0.8623212575912476,93.67,93.66
0.9,80.56,80.49,10.0,93.16,0.8623664975166321,93.66,93.66
