Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.8,66.36,66.09,70.37,76.91,0.3217906951904297,76.34,76.95,1.0,1.02,0.9782896637916565
0.8,66.36,64.88,69.84,76.88,0.3216484487056732,76.06,76.95,1.0,1.02,0.9782994985580444
0.8,66.36,66.68,69.78,76.85,0.32150718569755554,76.42,76.95,1.0,1.02,0.9783031344413757
0.8,66.36,66.03,70.28,76.91,0.3217647671699524,76.45,76.95,1.0,1.02,0.9782953858375549
0.8,66.36,65.67,69.24,76.88,0.3216218054294586,76.13,76.95,1.0,1.02,0.9782924652099609
0.8,66.36,66.57,71.11,76.86,0.3215412497520447,76.59,76.95,1.0,1.01,0.9782746434211731
0.8,66.36,65.9,70.23,76.86,0.3215816020965576,76.51,76.95,1.0,1.02,0.9782964587211609
0.8,66.36,64.64,69.87,76.9,0.3217454254627228,76.08,76.95,1.0,1.01,0.9782475233078003
0.8,66.36,65.81,70.13,76.91,0.3217179775238037,76.09,76.95,1.0,1.01,0.9783393144607544
0.8,66.36,63.65,70.35,76.86,0.3215653896331787,76.15,76.95,1.0,1.02,0.9782871007919312
