Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,93.58,93.28,10.0,93.66,0.04090552404522896,93.55,93.66,10.0,10.0,0.9818934798240662
0.7,93.58,93.31,10.0,93.66,0.0409168004989624,93.63,93.66,10.0,10.0,0.9819219708442688
0.7,93.58,93.32,10.0,93.66,0.04083316773176193,93.51,93.66,10.0,10.0,0.9819299578666687
0.7,93.58,93.27,10.0,93.66,0.04081455618143082,93.43,93.66,10.0,10.0,0.9819005727767944
0.7,93.58,93.4,10.0,93.66,0.04077204316854477,93.51,93.66,10.0,10.0,0.9819229245185852
0.7,93.58,93.26,10.0,93.66,0.04091380536556244,93.48,93.66,10.0,10.0,0.981903612613678
0.7,93.58,93.32,10.0,93.66,0.040822990238666534,93.5,93.66,10.0,10.0,0.9819071888923645
0.7,93.58,93.25,10.0,93.66,0.040885262191295624,93.38,93.66,10.0,10.0,0.9819353222846985
0.7,93.58,93.23,10.0,93.66,0.04088496416807175,93.47,93.66,10.0,10.0,0.9819391369819641
0.7,93.58,93.28,10.0,93.66,0.040895842015743256,93.47,93.66,10.0,10.0,0.9818931818008423
