Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,94.86,94.85,94.91,95.09,0.4496106803417206,95.08,95.1,93.71,93.85,0.8106502890586853
0.7,94.86,94.87,94.85,95.09,0.4497038424015045,95.14,95.1,93.79,93.87,0.8106983304023743
0.7,94.86,94.85,94.82,95.09,0.44964465498924255,95.06,95.1,93.65,93.85,0.8106657862663269
0.7,94.86,94.95,94.9,95.09,0.4494918882846832,95.05,95.1,93.75,93.88,0.810682475566864
0.7,94.86,94.87,94.84,95.09,0.44949406385421753,95.02,95.1,93.7,93.85,0.8106578588485718
0.7,94.86,94.9,94.87,95.09,0.44959720969200134,95.06,95.1,93.76,93.88,0.8106946349143982
0.7,94.86,94.84,94.89,95.09,0.44950830936431885,95.11,95.1,93.74,93.86,0.8107073903083801
0.7,94.86,94.79,94.89,95.09,0.44949793815612793,95.04,95.1,93.85,93.86,0.8107168674468994
0.7,94.86,94.84,94.92,95.09,0.4495534300804138,95.06,95.1,93.69,93.85,0.8106489777565002
0.7,94.86,94.87,94.84,95.09,0.44945231080055237,95.04,95.1,93.75,93.85,0.8106741905212402
