Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.8,93.44,93.43,10.0,93.65,0.44501441717147827,93.65,93.66
0.8,93.44,93.48,10.0,93.65,0.4452176094055176,93.7,93.66
0.8,93.44,93.49,10.0,93.65,0.445024698972702,93.68,93.66
0.8,93.44,93.45,10.0,93.65,0.4451231062412262,93.67,93.66
0.8,93.44,93.49,10.0,93.65,0.4451502859592438,93.63,93.66
0.8,93.44,93.46,10.0,93.65,0.4451318383216858,93.7,93.66
0.8,93.44,93.52,10.0,93.65,0.44500967860221863,93.67,93.66
0.8,93.44,93.47,10.0,93.65,0.44504913687705994,93.63,93.66
0.8,93.44,93.44,10.0,93.65,0.44511595368385315,93.66,93.66
0.8,93.44,93.51,10.0,93.65,0.44512778520584106,93.64,93.66
