Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,95.23,94.9,94.99,95.4,0.021053768694400787,95.07,95.4,11.07,10.0,0.9760329723358154
0.6,95.23,94.86,94.96,95.4,0.020992375910282135,94.92,95.4,10.0,10.0,0.9760440587997437
0.6,95.23,94.72,94.91,95.4,0.021045086905360222,94.98,95.4,13.4,10.0,0.9759869575500488
0.6,95.23,94.85,94.98,95.4,0.02097698301076889,94.98,95.4,14.27,10.0,0.9759836792945862
0.6,95.23,94.82,94.7,95.4,0.020963380113244057,95.01,95.4,10.0,10.0,0.9760174751281738
0.6,95.23,94.87,94.95,95.4,0.021004725247621536,95.07,95.4,10.04,10.0,0.9760348796844482
0.6,95.23,94.54,94.81,95.4,0.020998192951083183,94.86,95.4,14.03,10.0,0.9760316014289856
0.6,95.23,94.91,94.84,95.4,0.020954519510269165,95.12,95.4,10.0,10.0,0.9759580492973328
0.6,95.23,95.06,94.9,95.4,0.021040165796875954,95.15,95.4,10.06,10.0,0.9760085344314575
0.6,95.23,95.02,94.82,95.4,0.021017076447606087,95.19,95.4,13.59,10.0,0.976051926612854
