Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,93.65,93.42,10.0,93.66,0.008987889625132084,93.58,93.66,10.0,10.0,0.9786391854286194
0.6,93.65,93.49,10.0,93.66,0.009024915285408497,93.53,93.66,10.0,10.0,0.9786693453788757
0.6,93.65,93.47,10.0,93.66,0.008999167010188103,93.59,93.66,10.0,10.0,0.9786936640739441
0.6,93.65,93.43,10.0,93.66,0.008980155922472477,93.47,93.66,10.0,10.0,0.9786348342895508
0.6,93.65,93.43,10.0,93.66,0.00893933791667223,93.51,93.66,10.0,10.0,0.9786271452903748
0.6,93.65,93.33,10.0,93.66,0.0089931795373559,93.26,93.66,10.0,10.0,0.9786577820777893
0.6,93.65,93.54,10.0,93.66,0.009010194800794125,93.71,93.66,10.0,10.0,0.9786438941955566
0.6,93.65,93.31,10.0,93.66,0.008988289162516594,93.46,93.66,10.0,10.0,0.9786591529846191
0.6,93.65,93.42,10.0,93.66,0.009001312777400017,93.63,93.66,10.0,10.0,0.9786435961723328
0.6,93.65,93.38,10.0,93.66,0.00896164309233427,93.43,93.66,10.0,10.0,0.9786593317985535
