Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,1.0,1.0,1.0,1.7,0.8862403035163879,71.22,71.43,1.0,1.0,0.9760289192199707
0.95,1.0,1.0,1.0,1.7,0.8862126469612122,70.84,71.43,1.0,1.0,0.976021409034729
0.95,1.0,1.0,1.0,1.7,0.886229932308197,71.19,71.43,1.0,1.0,0.9760500192642212
0.95,1.0,1.0,1.0,1.7,0.8862159848213196,70.69,71.43,1.0,1.0,0.9760504364967346
0.95,1.0,1.0,1.0,1.75,0.886182963848114,71.12,71.43,1.0,1.0,0.97603440284729
0.95,1.0,1.0,1.0,1.79,0.8861407041549683,71.11,71.43,1.0,1.0,0.9760293960571289
0.95,1.0,1.0,1.0,1.75,0.8861815333366394,70.88,71.43,1.0,1.0,0.976024329662323
0.95,1.0,1.0,1.0,1.76,0.8861544728279114,71.09,71.43,1.0,1.0,0.9760615825653076
0.95,1.0,1.0,1.0,1.7,0.8862618207931519,71.2,71.43,1.0,1.0,0.9760265350341797
0.95,1.0,1.0,1.0,1.73,0.8861981630325317,70.85,71.43,1.0,1.0,0.9760273098945618
