Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.9,4.44,4.33,4.39,72.09,0.6502358913421631,76.9,76.93
0.9,4.44,3.77,4.37,72.09,0.6502348780632019,76.49,76.93
0.9,4.44,4.89,3.9,72.07,0.6501572132110596,76.64,76.93
0.9,4.44,4.98,4.46,72.08,0.6502960324287415,76.39,76.93
0.9,4.44,5.06,3.89,72.09,0.6502125859260559,76.44,76.93
0.9,4.44,5.47,3.97,72.08,0.6502034068107605,76.64,76.93
0.9,4.44,3.94,4.32,72.12,0.6503159403800964,76.47,76.93
0.9,4.44,3.66,4.03,72.09,0.6501580476760864,76.59,76.93
0.9,4.44,3.82,4.39,72.09,0.6501455307006836,76.83,76.93
0.9,4.44,4.55,4.53,72.1,0.6502214670181274,76.59,76.93
