Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.7,69.95,69.83,1.0,71.42,0.19275698065757751,71.24,71.43
0.7,69.95,70.06,1.0,71.42,0.19279292225837708,71.38,71.43
0.7,69.95,70.09,1.0,71.42,0.19262917339801788,71.2,71.43
0.7,69.95,70.05,1.0,71.42,0.19282333552837372,71.27,71.43
0.7,69.95,70.0,1.0,71.42,0.1927332729101181,71.36,71.43
0.7,69.95,69.95,1.0,71.42,0.19285047054290771,71.24,71.43
0.7,69.95,70.05,1.0,71.42,0.19271615147590637,71.52,71.43
0.7,69.95,70.07,1.0,71.42,0.19282563030719757,71.16,71.43
0.7,69.95,69.9,1.0,71.42,0.1927916705608368,71.15,71.43
0.7,69.95,69.86,1.0,71.42,0.19280292093753815,71.23,71.43
