Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,80.56,48.82,10.0,93.65,0.4723629057407379,93.52,93.66,10.0,10.0,0.9859588742256165
0.9,80.56,51.53,10.0,93.65,0.4724765717983246,93.48,93.66,10.0,10.0,0.9859605431556702
0.9,80.56,52.88,10.0,93.65,0.47233736515045166,93.44,93.66,10.0,10.0,0.9859731197357178
0.9,80.56,56.22,10.0,93.65,0.4724556803703308,93.7,93.66,10.0,10.0,0.9859473705291748
0.9,80.56,54.03,10.0,93.65,0.47240158915519714,93.5,93.66,10.0,10.0,0.9859785437583923
0.9,80.56,50.1,10.0,93.65,0.47238290309906006,93.55,93.66,10.0,10.0,0.98597252368927
0.9,80.56,51.03,10.0,93.65,0.47237133979797363,93.67,93.66,10.0,10.0,0.9859565496444702
0.9,80.56,46.38,10.0,93.65,0.4723471999168396,93.55,93.66,10.0,10.0,0.9859681725502014
0.9,80.56,49.28,10.0,93.65,0.47236543893814087,93.54,93.66,10.0,10.0,0.9859763383865356
0.9,80.56,51.65,10.0,93.65,0.47239673137664795,93.55,93.66,10.0,10.0,0.9859791398048401
