Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,1.0,1.0,1.0,1.0,0.9281401038169861,71.36,71.43,1.0,1.0,0.9612453579902649
0.95,1.0,1.0,1.0,1.0,0.9281787276268005,71.29,71.43,1.0,1.0,0.9612326622009277
0.95,1.0,1.0,1.0,1.0,0.9281456470489502,71.52,71.43,1.0,1.0,0.9612533450126648
0.95,1.0,1.0,1.0,1.0,0.9281771183013916,71.4,71.43,1.0,1.0,0.9611940979957581
0.95,1.0,1.0,1.0,1.0,0.9281438589096069,71.43,71.43,1.0,1.0,0.9612244963645935
0.95,1.0,1.0,1.0,1.0,0.9281564950942993,71.36,71.43,1.0,1.0,0.9612444043159485
0.95,1.0,1.0,1.0,1.0,0.9281634092330933,71.27,71.43,1.0,1.0,0.961214542388916
0.95,1.0,1.0,1.0,1.0,0.9281530380249023,71.32,71.43,1.0,1.0,0.9612264633178711
0.95,1.0,1.0,1.0,1.0,0.9281711578369141,71.35,71.43,1.0,1.0,0.9612005949020386
0.95,1.0,1.0,1.0,1.0,0.928146243095398,71.27,71.43,1.0,1.0,0.9612281322479248
