Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,12.7,19.34,10.0,93.59,0.6916384696960449,93.44,93.66,10.0,10.0,0.9950256943702698
0.95,12.7,19.41,10.0,93.59,0.6916012167930603,93.52,93.66,10.0,10.0,0.9950366020202637
0.95,12.7,17.42,10.0,93.59,0.6916543245315552,93.38,93.66,10.0,10.0,0.9950276017189026
0.95,12.7,18.99,10.0,93.59,0.691672146320343,93.51,93.66,10.0,10.0,0.9950366020202637
0.95,12.7,18.3,10.0,93.59,0.6915664672851562,93.44,93.66,10.0,10.0,0.9950271844863892
0.95,12.7,10.12,10.0,93.59,0.6917275786399841,93.62,93.66,10.0,10.0,0.9950246214866638
0.95,12.7,18.45,10.0,93.59,0.6916000247001648,93.61,93.66,10.0,10.0,0.9950351715087891
0.95,12.7,16.88,10.0,93.59,0.6916354298591614,93.3,93.66,10.0,10.0,0.9950330853462219
0.95,12.7,12.9,10.0,93.59,0.6917502880096436,93.28,93.66,10.0,10.0,0.9950135350227356
0.95,12.7,19.28,10.0,93.59,0.6916570067405701,93.42,93.66,10.0,10.0,0.9950299859046936
