Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.95,12.7,14.27,10.0,19.11,0.9401465654373169,93.66,93.66
0.95,12.7,16.16,10.0,19.08,0.9401573538780212,93.67,93.66
0.95,12.7,13.6,10.0,19.11,0.9401463866233826,93.63,93.66
0.95,12.7,14.21,10.0,19.11,0.9401432871818542,93.61,93.66
0.95,12.7,14.71,10.0,19.11,0.940160870552063,93.65,93.66
0.95,12.7,14.22,10.0,19.11,0.9401395916938782,93.67,93.66
0.95,12.7,15.29,10.0,19.11,0.9401609897613525,93.65,93.66
0.95,12.7,15.34,10.0,19.11,0.9401471614837646,93.68,93.66
0.95,12.7,15.24,10.0,19.11,0.9401493668556213,93.66,93.66
0.95,12.7,14.4,10.0,19.11,0.9401615858078003,93.71,93.66
