Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,4.44,4.23,4.64,21.73,0.8556164503097534,76.88,76.93,2.79,2.77,0.9176679253578186
0.9,4.44,4.16,4.56,21.69,0.8556475043296814,76.87,76.93,2.46,2.79,0.9176540374755859
0.9,4.44,4.3,4.77,21.76,0.8556110858917236,76.86,76.93,2.17,2.79,0.9176521897315979
0.9,4.44,4.31,4.65,21.72,0.8556370735168457,76.91,76.93,2.23,2.79,0.9176565408706665
0.9,4.44,4.2,4.6,21.72,0.8556052446365356,76.86,76.93,2.22,2.72,0.9176889657974243
0.9,4.44,3.79,4.67,21.7,0.8556300401687622,76.97,76.93,2.64,2.73,0.9176827073097229
0.9,4.44,4.41,4.67,21.75,0.8556315898895264,76.77,76.93,2.6,2.76,0.9176653623580933
0.9,4.44,4.82,4.31,21.73,0.8556099534034729,76.87,76.93,2.67,2.79,0.9176481366157532
0.9,4.44,4.59,4.43,21.72,0.8556271195411682,76.99,76.93,2.56,2.79,0.9176493287086487
0.9,4.44,4.45,4.44,21.79,0.8555878400802612,76.87,76.93,2.62,2.77,0.9176627993583679
