Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,93.58,93.55,10.0,93.66,0.05019969120621681,93.66,93.66,10.0,10.0,0.9649021625518799
0.7,93.58,93.49,10.0,93.66,0.05024699494242668,93.6,93.66,10.0,10.0,0.9648754596710205
0.7,93.58,93.47,10.0,93.66,0.05016845464706421,93.7,93.66,10.0,10.0,0.9649114012718201
0.7,93.58,93.55,10.0,93.66,0.050226885825395584,93.7,93.66,10.0,10.0,0.9648739695549011
0.7,93.58,93.53,10.0,93.66,0.0502270869910717,93.65,93.66,10.0,10.0,0.9648990631103516
0.7,93.58,93.48,10.0,93.66,0.05020173639059067,93.53,93.66,10.0,10.0,0.9648854732513428
0.7,93.58,93.44,10.0,93.66,0.05021461099386215,93.56,93.66,10.0,10.0,0.9648983478546143
0.7,93.58,93.47,10.0,93.66,0.05010064318776131,93.7,93.66,10.0,10.0,0.9648641347885132
0.7,93.58,93.47,10.0,93.66,0.05016850307583809,93.61,93.66,10.0,10.0,0.964878499507904
0.7,93.58,93.46,10.0,93.66,0.05014525353908539,93.61,93.66,10.0,10.0,0.964901328086853
