Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,6.24,6.4,2.8,75.81,0.5222874879837036,76.23,76.93,1.0,1.0,0.9861809611320496
0.9,6.24,9.58,1.81,75.82,0.5223501920700073,76.06,76.93,1.0,1.0,0.9861645698547363
0.9,6.24,7.35,2.58,75.8,0.5222852826118469,75.9,76.93,1.0,1.0,0.9861791729927063
0.9,6.24,10.29,2.53,75.8,0.5223729610443115,75.83,76.93,0.98,1.0,0.9861685633659363
0.9,6.24,7.75,1.2,75.84,0.522331178188324,76.31,76.93,0.99,1.0,0.9861716628074646
0.9,6.24,8.07,1.79,75.81,0.5223637223243713,75.43,76.93,1.0,1.0,0.9861687421798706
0.9,6.24,10.78,3.82,75.8,0.5223095417022705,76.12,76.93,1.0,1.0,0.9861741065979004
0.9,6.24,5.95,2.86,75.81,0.522348165512085,76.65,76.93,1.0,1.0,0.9861762523651123
0.9,6.24,6.63,2.86,75.82,0.5222636461257935,75.86,76.93,1.0,1.0,0.9861706495285034
0.9,6.24,7.47,3.31,75.83,0.5222448110580444,75.75,76.93,1.0,1.0,0.9861689805984497
