Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.7,94.87,95.0,95.07,95.27,0.5684683918952942,95.4,95.4
0.7,94.87,94.8,95.09,95.27,0.5684371590614319,95.35,95.4
0.7,94.87,94.97,95.03,95.27,0.5684998035430908,95.34,95.4
0.7,94.87,94.91,95.13,95.26,0.5685519576072693,95.36,95.4
0.7,94.87,94.89,95.13,95.26,0.5685338377952576,95.39,95.4
0.7,94.87,94.9,95.1,95.25,0.5685760378837585,95.42,95.4
0.7,94.87,94.95,95.16,95.27,0.5684366822242737,95.39,95.4
0.7,94.87,94.94,95.06,95.26,0.5685321092605591,95.44,95.4
0.7,94.87,94.96,95.07,95.25,0.568564772605896,95.43,95.4
0.7,94.87,94.91,95.04,95.26,0.5685492753982544,95.38,95.4
