Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.8,68.8,64.16,1.0,71.46,0.1814125031232834,70.95,71.43,1.0,1.0,0.9767100214958191
0.8,68.8,63.71,1.0,71.46,0.18145331740379333,71.21,71.43,1.0,1.0,0.9767234921455383
0.8,68.8,62.86,1.0,71.46,0.18137048184871674,70.88,71.43,1.0,1.0,0.9766826629638672
0.8,68.8,63.81,1.0,71.46,0.18155722320079803,70.79,71.43,1.0,1.0,0.9766908288002014
0.8,68.8,63.2,1.0,71.46,0.18144121766090393,70.46,71.43,1.0,1.0,0.9766952395439148
0.8,68.8,63.23,1.0,71.46,0.18145352602005005,70.72,71.43,1.0,1.0,0.9766926169395447
0.8,68.8,63.69,1.0,71.46,0.18149006366729736,70.65,71.43,1.0,1.0,0.9767147302627563
0.8,68.8,63.23,1.0,71.46,0.18143415451049805,70.74,71.43,1.0,1.0,0.9767038822174072
0.8,68.8,64.4,1.0,71.46,0.18141265213489532,71.2,71.43,1.0,1.0,0.9767165184020996
0.8,68.8,63.89,1.0,71.46,0.18140363693237305,70.53,71.43,1.0,1.0,0.9767159223556519
