Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,22.45,31.27,10.0,94.9,0.6986202001571655,94.68,95.1,10.0,10.52,0.9957703948020935
0.95,22.45,20.12,10.02,94.9,0.698619544506073,94.6,95.1,10.0,10.5,0.9957760572433472
0.95,22.45,17.62,10.0,94.91,0.6985506415367126,94.6,95.1,10.0,10.5,0.995765209197998
0.95,22.45,27.2,10.01,94.9,0.6986080408096313,94.66,95.1,10.0,10.58,0.995769202709198
0.95,22.45,19.63,10.04,94.9,0.6987044215202332,94.78,95.1,10.0,10.58,0.9957693815231323
0.95,22.45,20.57,10.0,94.9,0.6986289620399475,94.77,95.1,10.0,10.58,0.9957684874534607
0.95,22.45,29.45,10.02,94.9,0.6986498832702637,94.68,95.1,10.0,10.52,0.9957706332206726
0.95,22.45,23.15,10.01,94.9,0.6986699104309082,94.75,95.1,10.0,10.58,0.9957693815231323
0.95,22.45,22.13,10.06,94.9,0.6986299753189087,94.65,95.1,10.0,10.58,0.9957721829414368
0.95,22.45,26.28,10.01,94.9,0.6986952424049377,94.7,95.1,10.0,10.57,0.9957681894302368
