Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,93.69,93.67,10.0,93.66,0.02038729377090931,93.6,93.66,10.0,88.94,0.9500266909599304
0.6,93.69,93.64,10.0,93.66,0.020391885191202164,93.76,93.66,10.0,88.85,0.9500710964202881
0.6,93.69,93.64,10.0,93.66,0.02037052810192108,93.66,93.66,10.0,88.95,0.9500166177749634
0.6,93.69,93.53,10.0,93.66,0.020388342440128326,93.69,93.66,10.0,88.86,0.9500564932823181
0.6,93.69,93.53,10.0,93.66,0.020421374589204788,93.52,93.66,10.0,88.8,0.9500502347946167
0.6,93.69,93.53,10.0,93.66,0.020369678735733032,93.67,93.66,10.0,88.82,0.9500489234924316
0.6,93.69,93.56,10.0,93.66,0.020401913672685623,93.59,93.66,10.0,88.83,0.950053334236145
0.6,93.69,93.53,10.0,93.66,0.02042616531252861,93.65,93.66,10.0,88.94,0.95001620054245
0.6,93.69,93.43,10.0,93.66,0.02041034772992134,93.61,93.66,10.0,88.85,0.9500407576560974
0.6,93.69,93.63,10.0,93.66,0.020400267094373703,93.68,93.66,10.0,88.92,0.9500237703323364
