Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,1.62,1.52,1.45,3.62,0.9247012734413147,76.82,76.95,1.07,1.38,0.9601937532424927
0.95,1.62,1.82,1.41,3.63,0.9246719479560852,76.93,76.95,1.18,1.33,0.9601569175720215
0.95,1.62,1.76,1.54,3.59,0.9246484041213989,76.81,76.95,1.08,1.33,0.9601608514785767
0.95,1.62,1.35,1.52,3.58,0.9246460199356079,77.03,76.95,1.21,1.38,0.9601844549179077
0.95,1.62,1.57,1.51,3.65,0.9246616363525391,76.82,76.95,1.47,1.38,0.9601826667785645
0.95,1.62,1.63,1.54,3.64,0.9246939420700073,76.99,76.95,1.0,1.33,0.9601557850837708
0.95,1.62,1.76,1.6,3.65,0.9246757626533508,76.86,76.95,1.07,1.36,0.9601361751556396
0.95,1.62,1.43,1.65,3.66,0.9246727228164673,76.87,76.95,1.78,1.38,0.9601833820343018
0.95,1.62,1.61,1.56,3.62,0.9246577620506287,76.98,76.95,1.52,1.36,0.9601793885231018
0.95,1.62,1.34,1.61,3.63,0.924698531627655,76.96,76.95,1.0,1.36,0.9601750373840332
