Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,76.52,76.0,76.64,76.94,0.03188705816864967,76.34,76.95,14.95,18.28,0.899483323097229
0.5,76.52,75.87,76.59,76.94,0.031966738402843475,76.25,76.95,20.7,18.28,0.8994186520576477
0.5,76.52,75.95,76.53,76.94,0.0318932980298996,76.5,76.95,18.87,18.23,0.899368405342102
0.5,76.52,76.05,76.34,76.94,0.03191308304667473,76.43,76.95,24.47,18.27,0.8994193077087402
0.5,76.52,76.02,76.66,76.94,0.031936079263687134,76.78,76.95,20.31,18.01,0.8993352651596069
0.5,76.52,76.31,76.63,76.94,0.03197208419442177,76.53,76.95,19.54,18.27,0.8994739651679993
0.5,76.52,76.23,76.9,76.94,0.03186691552400589,76.67,76.95,17.93,18.29,0.8994697332382202
0.5,76.52,76.13,76.29,76.94,0.03193536400794983,76.6,76.95,22.55,18.36,0.8995012044906616
0.5,76.52,76.02,76.14,76.94,0.03186246007680893,76.51,76.95,21.14,18.26,0.8994011878967285
0.5,76.52,75.8,76.22,76.94,0.0318639762699604,76.22,76.95,17.55,18.27,0.899493932723999
