Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.8,53.0,51.91,49.77,76.87,0.386003702878952,76.75,76.93,1.89,1.0,0.9625326991081238
0.8,53.0,52.49,50.71,76.86,0.38590723276138306,76.61,76.93,1.07,1.0,0.9625284075737
0.8,53.0,52.11,50.08,76.85,0.3860805630683899,76.51,76.93,1.85,1.0,0.9625404477119446
0.8,53.0,52.22,50.3,76.85,0.3861022889614105,76.86,76.93,1.41,1.0,0.9625034928321838
0.8,53.0,49.6,51.14,76.85,0.3860095143318176,76.89,76.93,1.48,1.0,0.9625149965286255
0.8,53.0,51.81,49.54,76.86,0.38611242175102234,76.66,76.93,1.0,1.0,0.962537944316864
0.8,53.0,51.34,49.12,76.85,0.38596951961517334,76.45,76.93,1.48,1.0,0.9625092148780823
0.8,53.0,52.66,51.35,76.83,0.3862009644508362,76.78,76.93,1.64,1.0,0.9625428318977356
0.8,53.0,51.35,50.09,76.86,0.38600561022758484,76.77,76.93,1.09,1.0,0.9625061750411987
0.8,53.0,52.34,51.14,76.84,0.38609641790390015,77.0,76.93,1.68,1.0,0.9625470638275146
