Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,71.13,71.18,1.0,71.45,0.28470107913017273,71.54,71.43,1.0,67.8,0.7464486956596375
0.6,71.13,71.13,1.0,71.45,0.2846888303756714,71.48,71.43,1.0,67.8,0.7464318871498108
0.6,71.13,71.09,1.0,71.45,0.2847074568271637,71.5,71.43,1.0,67.79,0.7463905215263367
0.6,71.13,71.06,1.0,71.45,0.28469207882881165,71.47,71.43,1.0,67.81,0.7464414238929749
0.6,71.13,71.14,1.0,71.45,0.28463849425315857,71.4,71.43,1.0,67.8,0.7464284300804138
0.6,71.13,71.08,1.0,71.45,0.2847895920276642,71.43,71.43,1.0,67.79,0.7463518381118774
0.6,71.13,71.17,1.0,71.45,0.28466424345970154,71.36,71.43,1.0,67.79,0.7464035749435425
0.6,71.13,71.13,1.0,71.45,0.2846788167953491,71.41,71.43,1.0,67.81,0.7464218735694885
0.6,71.13,71.09,1.0,71.45,0.28471145033836365,71.46,71.43,1.0,67.8,0.7463787198066711
0.6,71.13,71.14,1.0,71.45,0.28468918800354004,71.44,71.43,1.0,67.8,0.7464258074760437
