Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,76.25,75.6,76.38,76.98,0.0949876457452774,76.65,76.93,39.28,39.42,0.8313359618186951
0.5,76.25,76.32,76.02,76.98,0.09503531455993652,76.76,76.93,38.5,39.47,0.8313528299331665
0.5,76.25,75.92,76.41,76.98,0.09506171941757202,76.85,76.93,39.03,39.39,0.8312892913818359
0.5,76.25,75.99,76.03,76.97,0.0949382409453392,76.77,76.93,37.73,39.42,0.8312550187110901
0.5,76.25,76.06,76.38,76.97,0.0949118360877037,76.94,76.93,38.12,39.5,0.8313193917274475
0.5,76.25,75.99,76.5,76.98,0.09510588645935059,76.63,76.93,37.47,39.48,0.8314123153686523
0.5,76.25,76.03,76.12,76.98,0.09504227340221405,76.87,76.93,38.01,39.46,0.8313268423080444
0.5,76.25,76.11,76.13,76.98,0.09507167339324951,76.6,76.93,40.39,39.47,0.831367015838623
0.5,76.25,76.01,76.1,76.98,0.09502995014190674,76.83,76.93,37.8,39.4,0.831368088722229
0.5,76.25,75.93,76.09,76.97,0.09495950490236282,76.9,76.93,38.1,39.42,0.8313363790512085
