Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,95.06,95.08,95.12,95.41,0.20788946747779846,95.38,95.4,37.15,49.2,0.9157699942588806
0.7,95.06,95.02,95.23,95.41,0.2080913782119751,95.35,95.4,33.03,49.4,0.915773332118988
0.7,95.06,94.98,95.09,95.41,0.20787739753723145,95.2,95.4,36.07,49.51,0.9158096313476562
0.7,95.06,94.84,95.23,95.41,0.20807096362113953,95.21,95.4,35.39,49.72,0.9157170057296753
0.7,95.06,94.89,95.13,95.41,0.20795400440692902,95.38,95.4,35.92,49.25,0.915795087814331
0.7,95.06,94.96,95.16,95.41,0.20797091722488403,95.36,95.4,35.84,49.37,0.9157842397689819
0.7,95.06,94.98,95.23,95.41,0.20786046981811523,95.36,95.4,34.49,49.26,0.9157883524894714
0.7,95.06,94.94,95.12,95.41,0.20789788663387299,95.35,95.4,34.11,49.35,0.9157755374908447
0.7,95.06,94.96,95.23,95.41,0.20802085101604462,95.22,95.4,34.08,49.59,0.9157310724258423
0.7,95.06,94.86,95.1,95.41,0.2080734670162201,95.41,95.4,30.96,49.54,0.9158231019973755
