Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.95,2.42,1.09,1.46,40.39,0.8196308612823486,76.64,76.93
0.95,2.42,2.11,1.37,40.43,0.8196446299552917,76.42,76.93
0.95,2.42,1.89,2.64,40.46,0.8196757435798645,76.75,76.93
0.95,2.42,1.64,1.51,40.33,0.8196225166320801,76.6,76.93
0.95,2.42,1.51,1.65,40.42,0.819696843624115,76.93,76.93
0.95,2.42,2.06,1.88,40.49,0.8196654319763184,76.43,76.93
0.95,2.42,1.87,1.57,40.34,0.8196215033531189,76.62,76.93
0.95,2.42,1.96,1.94,40.38,0.8196163177490234,76.39,76.93
0.95,2.42,2.52,1.39,40.39,0.8196379542350769,76.78,76.93
0.95,2.42,2.18,1.41,40.49,0.8196655511856079,76.51,76.93
