Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,88.87,55.39,10.0,93.73,0.6949092745780945,93.61,93.66,10.0,10.39,0.9922679662704468
0.95,88.87,64.67,10.0,93.73,0.6948657035827637,93.66,93.66,10.0,10.2,0.9922620058059692
0.95,88.87,61.3,10.0,93.74,0.6950101256370544,93.58,93.66,10.0,10.85,0.9922516942024231
0.95,88.87,59.17,10.0,93.74,0.695046603679657,93.61,93.66,10.0,10.89,0.9922515153884888
0.95,88.87,58.95,10.0,93.73,0.6949453353881836,93.68,93.66,10.0,10.39,0.9922676682472229
0.95,88.87,61.81,10.0,93.73,0.6949540376663208,93.63,93.66,10.0,10.2,0.9922668933868408
0.95,88.87,59.5,10.0,93.74,0.6950411200523376,93.69,93.66,10.0,10.38,0.9922685623168945
0.95,88.87,63.22,10.0,93.73,0.6949140429496765,93.67,93.66,10.0,10.68,0.9922530055046082
0.95,88.87,59.97,10.0,93.73,0.6949328780174255,93.55,93.66,10.0,10.38,0.9922688007354736
0.95,88.87,61.06,10.0,93.73,0.6948590278625488,93.53,93.66,10.0,10.99,0.9922498464584351
