Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,70.82,70.94,1.0,71.32,0.40583139657974243,71.5,71.43,1.0,68.04,0.8264200687408447
0.7,70.82,70.8,1.0,71.32,0.405709445476532,71.38,71.43,1.0,68.0,0.8263833522796631
0.7,70.82,70.93,1.0,71.33,0.40573859214782715,71.41,71.43,1.0,68.01,0.826336681842804
0.7,70.82,70.95,1.0,71.32,0.40565255284309387,71.47,71.43,1.0,67.98,0.826392412185669
0.7,70.82,70.77,1.0,71.33,0.40580251812934875,71.44,71.43,1.0,68.06,0.8264181017875671
0.7,70.82,71.05,1.0,71.33,0.40571728348731995,71.44,71.43,1.0,68.0,0.8263880014419556
0.7,70.82,70.8,1.0,71.32,0.40576472878456116,71.46,71.43,1.0,68.04,0.8264369368553162
0.7,70.82,70.94,1.0,71.32,0.40565913915634155,71.43,71.43,1.0,68.04,0.8264201283454895
0.7,70.82,70.87,1.0,71.32,0.40579694509506226,71.56,71.43,1.0,68.03,0.8263993263244629
0.7,70.82,70.82,1.0,71.33,0.4057772159576416,71.53,71.43,1.0,67.99,0.8263232111930847
