Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.9,80.56,77.11,10.0,93.66,0.5321370363235474,93.64,93.66
0.9,80.56,75.94,10.0,93.66,0.5322788953781128,93.69,93.66
0.9,80.56,78.36,10.0,93.66,0.5323222875595093,93.54,93.66
0.9,80.56,74.77,10.0,93.66,0.532324492931366,93.63,93.66
0.9,80.56,75.78,10.0,93.66,0.5323000550270081,93.58,93.66
0.9,80.56,76.35,10.0,93.66,0.5323330760002136,93.57,93.66
0.9,80.56,76.55,10.0,93.66,0.5322412848472595,93.66,93.66
0.9,80.56,76.86,10.0,93.66,0.5321962237358093,93.61,93.66
0.9,80.56,76.98,10.0,93.66,0.5324516296386719,93.59,93.66
0.9,80.56,76.81,10.0,93.66,0.5321820378303528,93.45,93.66
