Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,94.96,94.81,94.34,95.1,0.010584229603409767,94.87,95.1,10.0,10.0,0.9820128083229065
0.6,94.96,94.82,94.17,95.1,0.010556680150330067,94.96,95.1,10.0,10.0,0.982008695602417
0.6,94.96,94.73,94.22,95.1,0.010595581494271755,95.01,95.1,10.0,10.0,0.9819969534873962
0.6,94.96,94.87,94.26,95.1,0.010549877770245075,95.01,95.1,10.0,10.0,0.9820042848587036
0.6,94.96,94.85,94.49,95.1,0.01056054886430502,95.08,95.1,10.0,10.0,0.9820072054862976
0.6,94.96,94.76,94.63,95.1,0.010564460419118404,94.82,95.1,10.0,10.0,0.9820088148117065
0.6,94.96,94.57,94.61,95.1,0.010603872127830982,94.72,95.1,10.0,10.0,0.9820001125335693
0.6,94.96,94.86,94.14,95.1,0.010557444766163826,94.93,95.1,10.0,10.0,0.9820242524147034
0.6,94.96,94.82,94.54,95.1,0.01055272575467825,94.87,95.1,10.0,10.0,0.982003927230835
0.6,94.96,94.83,94.46,95.1,0.010578065179288387,94.89,95.1,10.0,10.0,0.9820109009742737
