Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,6.27,6.79,1.0,67.22,0.8359371423721313,71.3,71.43,1.0,1.0,0.976942241191864
0.95,6.27,6.26,1.0,67.32,0.8358447551727295,71.27,71.43,1.0,1.0,0.9769505858421326
0.95,6.27,6.62,1.0,67.3,0.8358718156814575,71.38,71.43,1.0,1.0,0.9769447445869446
0.95,6.27,6.06,1.0,67.32,0.8358456492424011,71.4,71.43,1.0,1.0,0.9769328832626343
0.95,6.27,6.45,1.0,67.31,0.8358556032180786,71.39,71.43,1.0,1.0,0.9769309759140015
0.95,6.27,5.91,1.0,67.29,0.8358721137046814,71.25,71.43,1.0,1.0,0.9769521951675415
0.95,6.27,6.01,1.0,67.25,0.8358762860298157,71.3,71.43,1.0,1.0,0.9769529104232788
0.95,6.27,6.12,1.0,67.29,0.8359108567237854,71.38,71.43,1.0,1.0,0.9769464135169983
0.95,6.27,6.78,1.0,67.33,0.8358602523803711,71.36,71.43,1.0,1.0,0.9769382476806641
0.95,6.27,6.43,1.0,67.3,0.8358259201049805,71.29,71.43,1.0,1.0,0.9769566059112549
