Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.8,93.56,93.36,10.0,93.66,0.3249551057815552,93.72,93.66,10.0,91.82,0.9312611222267151
0.8,93.56,93.38,10.0,93.66,0.3249534070491791,93.6,93.66,10.0,91.81,0.9312804341316223
0.8,93.56,93.46,10.0,93.66,0.32502466440200806,93.68,93.66,10.0,91.8,0.931272566318512
0.8,93.56,93.46,10.0,93.66,0.32492297887802124,93.65,93.66,10.0,91.86,0.9312463998794556
0.8,93.56,93.41,10.0,93.66,0.3248821198940277,93.66,93.66,10.0,91.85,0.9313054084777832
0.8,93.56,93.46,10.0,93.66,0.32498645782470703,93.68,93.66,10.0,91.83,0.9313116669654846
0.8,93.56,93.39,10.0,93.66,0.3249364495277405,93.7,93.66,10.0,91.82,0.9312847256660461
0.8,93.56,93.4,10.0,93.66,0.32513341307640076,93.69,93.66,10.0,91.83,0.9312893152236938
0.8,93.56,93.41,10.0,93.66,0.32504168152809143,93.69,93.66,10.0,91.8,0.9312716722488403
0.8,93.56,93.37,10.0,93.66,0.3249330520629883,93.66,93.66,10.0,91.82,0.9312867522239685
