Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,74.29,74.12,73.95,76.85,0.14918942749500275,76.74,76.93,11.35,23.51,0.8518794775009155
0.6,74.29,73.94,73.87,76.85,0.14928750693798065,76.87,76.93,14.78,23.55,0.8518972992897034
0.6,74.29,74.27,74.35,76.86,0.1493387669324875,76.8,76.93,12.32,23.54,0.851929783821106
0.6,74.29,74.0,73.87,76.85,0.14934656023979187,76.79,76.93,12.6,23.53,0.8518719673156738
0.6,74.29,74.09,74.38,76.85,0.14918825030326843,76.93,76.93,15.98,23.56,0.8518410921096802
0.6,74.29,74.23,74.22,76.85,0.14919044077396393,76.91,76.93,11.52,23.53,0.8519065976142883
0.6,74.29,74.39,74.08,76.85,0.1492215245962143,76.87,76.93,12.53,23.53,0.851871132850647
0.6,74.29,74.2,74.45,76.85,0.14923202991485596,76.88,76.93,14.21,23.57,0.8519161939620972
0.6,74.29,74.17,74.23,76.85,0.14921532571315765,76.87,76.93,16.87,23.58,0.8519092798233032
0.6,74.29,73.85,74.24,76.85,0.14919643104076385,76.74,76.93,15.97,23.54,0.8519240617752075
