Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.95,4.33,2.24,3.39,72.58,0.7305923104286194,74.77,76.95,1.51,1.0,0.9924143552780151
0.95,4.33,2.01,1.61,72.62,0.7307031750679016,75.26,76.95,1.51,1.0,0.9924071431159973
0.95,4.33,2.79,2.87,72.64,0.7304630279541016,75.3,76.95,1.08,1.0,0.9924169778823853
0.95,4.33,2.68,1.82,72.57,0.7306787967681885,75.3,76.95,1.03,1.0,0.9924175143241882
0.95,4.33,2.7,1.98,72.57,0.7305893898010254,75.04,76.95,1.0,1.0,0.9924089312553406
0.95,4.33,2.64,1.3,72.58,0.7307418584823608,75.45,76.95,1.0,1.0,0.992414116859436
0.95,4.33,2.92,1.8,72.51,0.7307834029197693,75.33,76.95,1.26,1.0,0.992405116558075
0.95,4.33,3.48,2.32,72.58,0.7306798696517944,75.52,76.95,1.0,1.0,0.9924164414405823
0.95,4.33,2.91,2.66,72.57,0.7306804656982422,75.33,76.95,1.52,1.0,0.9924187660217285
0.95,4.33,3.13,1.75,72.64,0.730532705783844,75.86,76.95,1.05,1.0,0.9924222230911255
