Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,76.52,76.3,75.87,76.95,0.010508343577384949,76.41,76.95,1.0,4.03,0.9487489461898804
0.5,76.52,75.36,76.01,76.95,0.01050477847456932,75.61,76.95,1.2,3.84,0.9487048983573914
0.5,76.52,75.76,75.61,76.95,0.010496311821043491,76.42,76.95,1.21,3.99,0.9488627314567566
0.5,76.52,75.8,76.2,76.95,0.01048196293413639,76.24,76.95,1.08,4.03,0.9487610459327698
0.5,76.52,75.57,75.54,76.95,0.010496668517589569,76.05,76.95,1.01,4.01,0.948797345161438
0.5,76.52,75.34,76.29,76.95,0.010522603988647461,76.24,76.95,1.72,3.99,0.9487403035163879
0.5,76.52,75.36,75.48,76.95,0.010457274504005909,75.82,76.95,1.37,3.63,0.9486663341522217
0.5,76.52,75.46,76.14,76.95,0.01050477847456932,76.17,76.95,1.59,4.0,0.9488038420677185
0.5,76.52,75.29,76.06,76.95,0.010524831712245941,75.68,76.95,1.01,3.68,0.9486646056175232
0.5,76.52,75.53,76.21,76.95,0.010522425174713135,75.82,76.95,1.02,4.04,0.9487627744674683
