Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,84.02,84.23,85.04,91.91,0.8589350581169128,95.09,95.1,52.86,58.18,0.9266566038131714
0.9,84.02,83.44,84.53,91.92,0.8589045405387878,95.08,95.1,55.14,58.12,0.9266605377197266
0.9,84.02,84.4,84.65,91.91,0.8589144945144653,95.08,95.1,54.45,58.2,0.9266402721405029
0.9,84.02,84.7,84.83,91.91,0.8588908314704895,95.03,95.1,50.27,58.05,0.9266622066497803
0.9,84.02,84.62,84.97,91.9,0.858921468257904,95.04,95.1,53.43,58.07,0.92667156457901
0.9,84.02,83.51,84.79,91.91,0.8588995337486267,95.08,95.1,52.24,58.06,0.9266611337661743
0.9,84.02,84.63,84.64,91.91,0.8589185476303101,95.08,95.1,52.69,58.17,0.9266545176506042
0.9,84.02,84.26,84.38,91.91,0.858923077583313,95.13,95.1,53.3,58.11,0.9266731142997742
0.9,84.02,84.08,84.91,91.91,0.8589151501655579,95.08,95.1,53.62,58.16,0.926679253578186
0.9,84.02,84.91,84.81,91.91,0.8589165210723877,95.1,95.1,52.49,58.23,0.9266294240951538
