Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,94.93,94.22,93.24,95.1,0.0904005914926529,94.73,95.1,10.0,10.99,0.9845098853111267
0.7,94.93,94.21,93.05,95.1,0.09038843214511871,94.86,95.1,10.0,11.7,0.9844655394554138
0.7,94.93,94.12,93.81,95.1,0.09042380005121231,94.87,95.1,10.0,11.57,0.984470546245575
0.7,94.93,93.95,93.06,95.1,0.09036747366189957,94.67,95.1,10.0,10.99,0.9845098257064819
0.7,94.93,94.09,93.53,95.1,0.09041938185691833,94.69,95.1,10.0,11.72,0.9844683408737183
0.7,94.93,94.41,93.49,95.1,0.09043634682893753,94.95,95.1,10.0,11.69,0.9844831824302673
0.7,94.93,94.06,93.81,95.1,0.09042473882436752,94.89,95.1,10.0,11.13,0.9845002889633179
0.7,94.93,94.3,93.61,95.1,0.09035024791955948,94.88,95.1,10.0,11.64,0.9844865798950195
0.7,94.93,94.36,93.12,95.1,0.09046487510204315,94.91,95.1,10.0,11.71,0.9844801425933838
0.7,94.93,94.42,93.33,95.1,0.09037542343139648,95.02,95.1,10.0,11.4,0.9844895601272583
