Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,70.82,70.81,1.0,71.47,0.16515392065048218,71.37,71.43,1.0,36.88,0.9141120910644531
0.7,70.82,70.86,1.0,71.47,0.16523636877536774,71.56,71.43,1.0,36.85,0.9140933752059937
0.7,70.82,70.74,1.0,71.47,0.16526135802268982,71.25,71.43,1.0,36.86,0.9140728712081909
0.7,70.82,70.54,1.0,71.47,0.165154367685318,71.2,71.43,1.0,36.87,0.9141092896461487
0.7,70.82,70.64,1.0,71.47,0.16528694331645966,71.23,71.43,1.0,36.89,0.9141389727592468
0.7,70.82,70.89,1.0,71.47,0.16521725058555603,71.29,71.43,1.0,36.86,0.914107084274292
0.7,70.82,70.7,1.0,71.47,0.16527454555034637,71.34,71.43,1.0,36.95,0.9141288995742798
0.7,70.82,70.77,1.0,71.47,0.16528943181037903,71.28,71.43,1.0,36.86,0.914122462272644
0.7,70.82,70.73,1.0,71.47,0.16534478962421417,71.31,71.43,1.0,36.93,0.9141453504562378
0.7,70.82,70.62,1.0,71.47,0.16517344117164612,71.24,71.43,1.0,36.9,0.914148211479187
