Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,80.56,75.54,10.0,93.66,0.5322282910346985,93.68,93.66,10.0,10.0,0.9759869575500488
0.9,80.56,73.87,10.0,93.66,0.5321474671363831,93.64,93.66,10.0,10.0,0.9760033488273621
0.9,80.56,76.08,10.0,93.66,0.5322266817092896,93.71,93.66,10.0,10.0,0.9759826064109802
0.9,80.56,74.34,10.0,93.66,0.5322825312614441,93.63,93.66,10.0,12.52,0.9759577512741089
0.9,80.56,76.16,10.0,93.66,0.5322850346565247,93.55,93.66,10.0,10.0,0.9760071635246277
0.9,80.56,77.5,10.0,93.66,0.5323472619056702,93.58,93.66,10.0,10.0,0.975996732711792
0.9,80.56,76.96,10.0,93.66,0.5322570204734802,93.57,93.66,10.0,10.0,0.975974977016449
0.9,80.56,76.56,10.0,93.66,0.5322389006614685,93.68,93.66,10.0,10.0,0.9759841561317444
0.9,80.56,76.12,10.0,93.66,0.5322027802467346,93.53,93.66,10.0,10.0,0.9760093092918396
0.9,80.56,74.99,10.0,93.66,0.5322614908218384,93.61,93.66,10.0,10.0,0.9759863615036011
