Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,94.86,94.61,94.32,95.1,0.06300514191389084,94.98,95.1,10.03,10.0,0.9716866612434387
0.7,94.86,94.78,94.2,95.1,0.06307359039783478,94.9,95.1,10.0,10.0,0.9716448187828064
0.7,94.86,94.69,93.98,95.1,0.06309080868959427,95.02,95.1,10.0,10.0,0.9716678261756897
0.7,94.86,94.46,94.12,95.1,0.06306219846010208,94.76,95.1,10.0,10.0,0.9716172218322754
0.7,94.86,94.64,93.87,95.1,0.06311874091625214,94.85,95.1,10.0,10.0,0.9716663956642151
0.7,94.86,94.66,94.04,95.1,0.06307321041822433,94.97,95.1,10.0,10.0,0.9716630578041077
0.7,94.86,94.72,94.15,95.1,0.06305854022502899,94.93,95.1,10.0,10.0,0.9716890454292297
0.7,94.86,94.64,94.19,95.1,0.06306976824998856,95.0,95.1,10.1,10.0,0.9716402292251587
0.7,94.86,94.58,94.01,95.1,0.06304293870925903,94.91,95.1,10.0,10.0,0.9716697931289673
0.7,94.86,94.86,94.09,95.1,0.06308460235595703,95.09,95.1,10.0,10.0,0.9716598391532898
