Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.9,29.07,28.76,30.3,45.97,0.8655143976211548,95.35,95.4,24.81,26.24,0.9249386787414551
0.9,29.07,29.32,30.6,46.05,0.8654822111129761,95.4,95.4,25.27,26.29,0.924913227558136
0.9,29.07,29.34,30.55,45.95,0.8654911518096924,95.39,95.4,25.29,26.25,0.9249361157417297
0.9,29.07,29.01,30.48,45.94,0.8655546307563782,95.35,95.4,25.6,26.26,0.9249330163002014
0.9,29.07,28.81,30.28,46.04,0.8654488921165466,95.39,95.4,23.65,26.29,0.9249287843704224
0.9,29.07,29.92,30.44,46.02,0.865523636341095,95.36,95.4,23.69,26.19,0.9249461889266968
0.9,29.07,28.91,30.3,45.93,0.8655034303665161,95.39,95.4,24.8,26.21,0.9249588847160339
0.9,29.07,28.92,30.33,45.95,0.865496814250946,95.4,95.4,24.74,26.24,0.9249436855316162
0.9,29.07,29.2,30.14,46.04,0.8654836416244507,95.4,95.4,24.26,26.2,0.9249515533447266
0.9,29.07,29.08,30.34,45.95,0.86549311876297,95.42,95.4,24.54,26.29,0.9249107241630554
