Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,95.26,94.88,94.61,95.4,0.010272274725139141,94.95,95.4,10.0,10.8,0.9880046248435974
0.6,95.26,94.85,94.75,95.4,0.010251064784824848,95.08,95.4,10.05,10.85,0.9879993796348572
0.6,95.26,94.83,94.72,95.4,0.010323822498321533,95.14,95.4,10.0,10.75,0.9879876375198364
0.6,95.26,95.13,94.9,95.4,0.010269231162965298,95.17,95.4,10.0,10.55,0.9879681468009949
0.6,95.26,94.82,94.74,95.4,0.010270842351019382,94.94,95.4,10.0,10.65,0.9880152940750122
0.6,95.26,94.95,94.81,95.4,0.01026037149131298,95.1,95.4,10.58,10.71,0.9879906177520752
0.6,95.26,94.71,94.7,95.4,0.010244710370898247,95.0,95.4,10.0,10.84,0.9880361557006836
0.6,95.26,94.85,94.78,95.4,0.010318274609744549,95.1,95.4,10.0,10.72,0.987990140914917
0.6,95.26,94.92,94.69,95.4,0.010319974273443222,95.07,95.4,12.0,10.99,0.9880435466766357
0.6,95.26,94.88,94.67,95.4,0.010287219658493996,95.07,95.4,10.0,10.94,0.9880169034004211
