Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,75.97,75.33,74.41,76.93,0.0042561874724924564,76.45,76.93,1.76,1.73,0.9456525444984436
0.5,75.97,75.39,74.6,76.93,0.004264540039002895,76.67,76.93,1.69,1.77,0.9456658959388733
0.5,75.97,75.57,74.18,76.93,0.004238301422446966,76.53,76.93,2.21,1.77,0.9456660747528076
0.5,75.97,75.82,74.39,76.93,0.0042669447138905525,76.93,76.93,1.94,1.75,0.945658266544342
0.5,75.97,75.49,74.49,76.93,0.004263991955667734,76.45,76.93,2.13,1.72,0.9456780552864075
0.5,75.97,75.2,74.73,76.93,0.004244206938892603,76.25,76.93,2.03,1.78,0.9456971883773804
0.5,75.97,74.99,74.01,76.93,0.004252053331583738,76.28,76.93,1.65,1.75,0.9456464648246765
0.5,75.97,75.4,74.14,76.93,0.004268505610525608,76.33,76.93,1.74,1.75,0.9456607103347778
0.5,75.97,75.29,74.48,76.93,0.0042468649335205555,76.12,76.93,1.79,1.77,0.9456331729888916
0.5,75.97,75.24,74.99,76.93,0.004276182968169451,76.5,76.93,2.16,1.76,0.9456943869590759
