Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.9,1.08,1.12,1.0,6.36,0.8470845222473145,71.18,71.43
0.9,1.08,1.1,1.0,6.37,0.8470812439918518,71.34,71.43
0.9,1.08,1.02,1.0,6.38,0.8470808267593384,71.36,71.43
0.9,1.08,1.09,1.0,6.37,0.8470615148544312,71.4,71.43
0.9,1.08,1.06,1.0,6.37,0.8470543622970581,71.38,71.43
0.9,1.08,1.02,1.0,6.36,0.8470704555511475,71.21,71.43
0.9,1.08,1.09,1.0,6.35,0.847088634967804,71.36,71.43
0.9,1.08,1.03,1.0,6.36,0.8470839262008667,71.29,71.43
0.9,1.08,1.09,1.0,6.37,0.8470752835273743,71.31,71.43
0.9,1.08,1.16,1.0,6.35,0.847088634967804,71.28,71.43
