Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,93.65,93.55,10.0,93.66,0.0015558477025479078,93.6,93.66,10.0,10.0,0.9697919487953186
0.5,93.65,93.48,10.0,93.66,0.0015733123291283846,93.52,93.66,10.0,10.0,0.9698061943054199
0.5,93.65,93.69,10.0,93.66,0.0015716656344011426,93.74,93.66,10.0,10.0,0.9698140621185303
0.5,93.65,93.58,10.0,93.66,0.0015622846549376845,93.63,93.66,10.0,10.0,0.9697754383087158
0.5,93.65,93.58,10.0,93.66,0.0015612368006259203,93.63,93.66,10.0,10.0,0.9697921276092529
0.5,93.65,93.55,10.0,93.66,0.0015596899902448058,93.58,93.66,10.0,10.0,0.9697690606117249
0.5,93.65,93.47,10.0,93.66,0.001574859255924821,93.51,93.66,10.0,10.0,0.9697611927986145
0.5,93.65,93.51,10.0,93.66,0.0015650790883228183,93.6,93.66,10.0,10.0,0.9698041081428528
0.5,93.65,93.49,10.0,93.66,0.0015674242749810219,93.66,93.66,10.0,10.0,0.9697767496109009
0.5,93.65,93.56,10.0,93.66,0.0015681228833273053,93.59,93.66,10.0,10.0,0.9697614908218384
