Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,93.65,93.6,10.0,93.66,0.001744964625686407,93.57,93.66,10.0,40.12,0.9733332395553589
0.5,93.65,93.57,10.0,93.66,0.00173643184825778,93.57,93.66,10.0,40.1,0.9733524918556213
0.5,93.65,93.48,10.0,93.66,0.0017410225700587034,93.56,93.66,10.0,40.52,0.9733120203018188
0.5,93.65,93.48,10.0,93.66,0.0017391263972967863,93.45,93.66,10.0,40.16,0.9733307361602783
0.5,93.65,93.59,10.0,93.66,0.0017360826022922993,93.7,93.66,10.0,40.17,0.9733610153198242
0.5,93.65,93.5,10.0,93.66,0.001725354348309338,93.48,93.66,10.0,40.12,0.9733286499977112
0.5,93.65,93.48,10.0,93.66,0.0017262025503441691,93.57,93.66,10.0,40.05,0.9733360409736633
0.5,93.65,93.51,10.0,93.66,0.001738078542985022,93.6,93.66,10.0,40.19,0.973365306854248
0.5,93.65,93.58,10.0,93.66,0.0017468108562752604,93.65,93.66,10.0,39.94,0.9733752608299255
0.5,93.65,93.36,10.0,93.66,0.0017348850378766656,93.42,93.66,10.0,40.01,0.9733401536941528
