Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,93.68,93.24,10.0,93.66,0.043295081704854965,93.68,93.66,10.0,12.84,0.9867339730262756
0.7,93.68,93.2,10.0,93.66,0.04332546889781952,93.4,93.66,10.0,12.97,0.9867256283760071
0.7,93.68,92.81,10.0,93.66,0.043182358145713806,93.44,93.66,10.0,12.76,0.9867465496063232
0.7,93.68,93.15,10.0,93.66,0.04321179911494255,93.54,93.66,10.0,12.86,0.9867296814918518
0.7,93.68,93.14,10.0,93.66,0.04322771728038788,93.42,93.66,10.0,12.72,0.9867566823959351
0.7,93.68,93.05,10.0,93.66,0.04320281744003296,93.46,93.66,10.0,12.7,0.9867482781410217
0.7,93.68,92.79,10.0,93.66,0.04324912279844284,93.42,93.66,10.0,12.76,0.9867451786994934
0.7,93.68,92.79,10.0,93.66,0.04319772869348526,93.22,93.66,10.0,12.99,0.98674076795578
0.7,93.68,93.28,10.0,93.66,0.04323510080575943,93.61,93.66,10.0,13.03,0.9867380857467651
0.7,93.68,92.86,10.0,93.66,0.043252818286418915,93.48,93.66,10.0,12.86,0.9867300391197205
