Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,74.13,72.48,69.13,76.98,0.07531284540891647,75.81,76.95,1.0,1.0,0.9815254807472229
0.7,74.13,73.53,69.35,76.98,0.0753241628408432,76.3,76.95,1.0,0.99,0.9814871549606323
0.7,74.13,72.75,70.94,76.99,0.07525677978992462,75.62,76.95,1.0,1.0,0.9815527200698853
0.7,74.13,72.88,70.23,76.98,0.07526836544275284,76.53,76.95,1.0,0.99,0.9815034866333008
0.7,74.13,72.29,68.89,76.99,0.07525018602609634,76.09,76.95,1.0,1.0,0.9815139770507812
0.7,74.13,73.04,69.67,76.98,0.07543040066957474,76.25,76.95,1.0,0.99,0.9814631938934326
0.7,74.13,72.55,69.24,76.98,0.0753592774271965,76.55,76.95,1.0,1.0,0.9815154671669006
0.7,74.13,72.83,70.24,76.98,0.07541711628437042,76.12,76.95,1.14,1.0,0.981521487236023
0.7,74.13,73.27,69.31,76.98,0.07544082403182983,75.8,76.95,1.0,0.99,0.9814857840538025
0.7,74.13,73.05,69.94,76.98,0.07535134255886078,76.31,76.95,1.0,0.99,0.9814844727516174
