Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.6,71.13,70.98,1.0,71.43,0.05235346779227257,71.35,71.43
0.6,71.13,71.15,1.0,71.43,0.05235212296247482,71.39,71.43
0.6,71.13,71.08,1.0,71.43,0.05234087258577347,71.21,71.43
0.6,71.13,71.01,1.0,71.43,0.05233554542064667,71.33,71.43
0.6,71.13,71.15,1.0,71.43,0.052366115152835846,71.44,71.43
0.6,71.13,71.1,1.0,71.43,0.052336592227220535,71.41,71.43
0.6,71.13,70.83,1.0,71.43,0.05234535411000252,71.15,71.43
0.6,71.13,71.09,1.0,71.43,0.05223752185702324,71.22,71.43
0.6,71.13,71.13,1.0,71.43,0.05240678787231445,71.39,71.43
0.6,71.13,71.26,1.0,71.43,0.05236690863966942,71.58,71.43
