Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.5,93.65,93.4,10.0,93.66,0.0013465218944475055,93.44,93.66,10.0,10.0,0.9818786382675171
0.5,93.65,93.52,10.0,93.66,0.0013449749676510692,93.61,93.66,10.0,10.0,0.9818822145462036
0.5,93.65,93.34,10.0,93.66,0.001353856991045177,93.4,93.66,10.0,10.0,0.9818947911262512
0.5,93.65,93.36,10.0,93.66,0.0013623896520584822,93.36,93.66,10.0,10.0,0.9818816184997559
0.5,93.65,93.37,10.0,93.66,0.0013594955671578646,93.41,93.66,10.0,10.0,0.9818912148475647
0.5,93.65,93.61,10.0,93.66,0.001356052584014833,93.52,93.66,10.0,10.0,0.9818858504295349
0.5,93.65,93.35,10.0,93.66,0.0013521105283871293,93.37,93.66,10.0,10.0,0.9818891882896423
0.5,93.65,93.23,10.0,93.66,0.001357998582534492,93.36,93.66,10.0,10.0,0.9818980097770691
0.5,93.65,93.36,10.0,93.66,0.0013515116879716516,93.47,93.66,10.0,10.0,0.9819095730781555
0.5,93.65,93.3,10.0,93.66,0.001353557570837438,93.37,93.66,10.0,10.0,0.9819033741950989
