Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,70.25,66.62,66.24,76.95,0.14416569471359253,76.11,76.93,1.05,1.0,0.9721410870552063
0.7,70.25,68.58,66.33,76.95,0.14411135017871857,76.4,76.93,1.0,1.0,0.9721572995185852
0.7,70.25,67.28,66.83,76.95,0.14417897164821625,75.89,76.93,1.0,1.0,0.9721364974975586
0.7,70.25,69.07,68.04,76.95,0.1441941261291504,76.54,76.93,1.7,1.0,0.9721808433532715
0.7,70.25,68.7,65.86,76.95,0.14416201412677765,76.38,76.93,1.0,1.0,0.9721554517745972
0.7,70.25,67.62,66.47,76.96,0.1442052125930786,76.29,76.93,1.0,1.0,0.9721330404281616
0.7,70.25,68.32,66.29,76.95,0.1441924273967743,75.87,76.93,1.0,1.0,0.9721286296844482
0.7,70.25,67.07,66.13,76.96,0.14410199224948883,76.22,76.93,1.01,1.0,0.9721711277961731
0.7,70.25,68.21,66.87,76.95,0.1442365199327469,76.16,76.93,1.0,1.0,0.9721518158912659
0.7,70.25,66.86,66.48,76.95,0.14410874247550964,75.92,76.93,1.08,1.0,0.9721452593803406
