Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.95,12.7,16.47,10.0,93.41,0.8231881856918335,93.6,93.66
0.95,12.7,15.42,10.0,93.41,0.8231142163276672,93.62,93.66
0.95,12.7,17.93,10.0,93.41,0.8232341408729553,93.59,93.66
0.95,12.7,13.71,10.0,93.41,0.8233343362808228,93.62,93.66
0.95,12.7,17.1,10.0,93.41,0.8233026266098022,93.55,93.66
0.95,12.7,12.12,10.0,93.41,0.8232683539390564,93.59,93.66
0.95,12.7,16.41,10.0,93.41,0.8232125043869019,93.56,93.66
0.95,12.7,14.93,10.0,93.41,0.8232764601707458,93.55,93.66
0.95,12.7,18.05,10.0,93.41,0.8232200741767883,93.56,93.66
0.95,12.7,11.96,10.0,93.41,0.8231621980667114,93.57,93.66
