Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.9,80.56,80.53,10.0,93.63,0.64667809009552,93.58,93.66
0.9,80.56,81.27,10.0,93.63,0.6466447114944458,93.61,93.66
0.9,80.56,81.54,10.0,93.63,0.6467270255088806,93.75,93.66
0.9,80.56,80.95,10.0,93.63,0.646618127822876,93.64,93.66
0.9,80.56,81.29,10.0,93.63,0.6467655301094055,93.66,93.66
0.9,80.56,81.29,10.0,93.63,0.6467099189758301,93.72,93.66
0.9,80.56,81.39,10.0,93.63,0.646716833114624,93.66,93.66
0.9,80.56,81.17,10.0,93.63,0.6467058658599854,93.55,93.66
0.9,80.56,81.05,10.0,93.63,0.6468155980110168,93.64,93.66
0.9,80.56,81.64,10.0,93.63,0.6468067765235901,93.62,93.66
