Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.7,93.68,93.25,10.0,93.66,0.045424964278936386,93.56,93.66,10.0,16.33,0.9797082543373108
0.7,93.68,93.29,10.0,93.66,0.04536803066730499,93.51,93.66,10.0,16.35,0.9797090291976929
0.7,93.68,93.41,10.0,93.66,0.04541243985295296,93.64,93.66,10.0,16.32,0.9796995520591736
0.7,93.68,93.54,10.0,93.66,0.04543943703174591,93.55,93.66,10.0,16.11,0.9797331690788269
0.7,93.68,93.41,10.0,93.66,0.045350465923547745,93.42,93.66,10.0,16.37,0.979703962802887
0.7,93.68,93.36,10.0,93.66,0.045437540858983994,93.59,93.66,10.0,16.33,0.979688286781311
0.7,93.68,93.35,10.0,93.66,0.04536927863955498,93.6,93.66,10.0,16.38,0.9796856045722961
0.7,93.68,93.38,10.0,93.66,0.04540121182799339,93.6,93.66,10.0,16.42,0.9797137975692749
0.7,93.68,93.52,10.0,93.66,0.04537661373615265,93.6,93.66,10.0,16.11,0.9797303676605225
0.7,93.68,93.53,10.0,93.66,0.045430753380060196,93.51,93.66,10.0,16.37,0.9796848893165588
