Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,93.65,93.63,10.0,93.66,0.034571606665849686,93.65,93.66,10.0,92.96,0.873180091381073
0.6,93.65,93.61,10.0,93.66,0.03445953130722046,93.64,93.66,10.0,92.95,0.8731241822242737
0.6,93.65,93.61,10.0,93.66,0.03453243523836136,93.63,93.66,10.0,92.95,0.8731333613395691
0.6,93.65,93.66,10.0,93.66,0.03456985950469971,93.67,93.66,10.0,92.96,0.8731549382209778
0.6,93.65,93.62,10.0,93.66,0.03452659770846367,93.64,93.66,10.0,92.96,0.8731418251991272
0.6,93.65,93.67,10.0,93.66,0.03456531837582588,93.68,93.66,10.0,92.96,0.8731672763824463
0.6,93.65,93.57,10.0,93.66,0.03453248366713524,93.61,93.66,10.0,92.96,0.873150110244751
0.6,93.65,93.61,10.0,93.66,0.03460628539323807,93.62,93.66,10.0,92.95,0.8731262683868408
0.6,93.65,93.61,10.0,93.66,0.034564170986413956,93.62,93.66,10.0,92.96,0.8731513023376465
0.6,93.65,93.61,10.0,93.66,0.03446866199374199,93.63,93.66,10.0,92.96,0.8731764554977417
