Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup union accuracy,Original with new pruning rate union,New pruning rate union,Dense soup then prune,Dense original,Prune then Soup intersection accuracy,Original with new pruning rate intersection,New pruning rate intersection
0.6,71.13,71.11,1.0,71.43,0.05237582325935364,71.32,71.43,1.0,2.53,0.861006498336792
0.6,71.13,70.98,1.0,71.43,0.05231737345457077,71.15,71.43,1.0,2.54,0.8609838485717773
0.6,71.13,71.21,1.0,71.43,0.052360836416482925,71.38,71.43,1.0,2.53,0.8609824776649475
0.6,71.13,71.1,1.0,71.43,0.05231861770153046,71.41,71.43,1.0,2.54,0.8609516024589539
0.6,71.13,71.09,1.0,71.43,0.05233106389641762,71.4,71.43,1.0,2.52,0.8610150218009949
0.6,71.13,71.03,1.0,71.43,0.052302390336990356,71.25,71.43,1.0,2.53,0.8609769940376282
0.6,71.13,71.1,1.0,71.43,0.05231090262532234,71.17,71.43,1.0,2.54,0.8609552979469299
0.6,71.13,71.1,1.0,71.43,0.05227331444621086,71.23,71.43,1.0,2.53,0.8610069751739502
0.6,71.13,71.3,1.0,71.43,0.05228770524263382,71.46,71.43,1.0,2.53,0.8609683513641357
0.6,71.13,70.97,1.0,71.43,0.05228133127093315,71.29,71.43,1.0,2.53,0.8609808087348938
